gender,age,debt,married,bank_customer,education_level,ethnicity,years_employed,prior_default,employed,credit_score,drivers_license,citizen,zipcode,income,class
-0.19541333903198896,0.10715504137335514,-0.31717104994778084,-0.9191951838952687,-0.2881005290905888,1.1571443517761548,0.9546503761693188,-0.2910826363654782,0.7578782579046334,1.4713933622609,-0.5594989053861664,-0.5429499644318405,-0.9566132133203712,-0.057723279054486924,0.6614378277661477,0
-0.0878518797046416,-0.8169118969280746,-0.31717104994778084,-0.9191951838952687,0.7408299319472283,1.1571443517761548,0.9546503761693188,0.2441904436241031,-0.836438809028894,1.004391789142215,-0.5594989053861664,-0.5429499644318405,-0.06005052977584876,2.29131727116387,-1.5118578920369088,0
-0.037144334593177855,0.5604708978985848,-0.31717104994778084,-0.9191951838952687,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,-0.21632382631106742,-0.836438809028894,1.004391789142215,-0.5594989053861664,-0.5429499644318405,-0.8561017017122409,-0.5918262489856002,-1.5118578920369088,0
-0.1948371169284496,-0.4856426171596376,-0.31717104994778084,1.0879082239773117,0.535043839739665,1.1571443517761548,0.9546503761693188,0.45650546417862975,0.7578782579046334,1.4713933622609,-0.5594989053861664,-0.5429499644318405,-0.6470377575673298,-0.3108526486900857,0.6614378277661477,0
-0.19541333903198896,-0.36940778215316844,3.2705014822484286,-0.9191951838952687,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,-0.15352642586536236,0.7578782579046334,1.4713933622609,-0.5594989053861664,-0.5429499644318405,0.1741412922710949,-0.9571763058263143,0.6614378277661477,0
-0.19541333903198896,1.0254102379244616,-0.31717104994778084,1.0879082239773117,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,0.08271141390657576,0.7578782579046334,0.7708910025828726,-0.5594989053861664,-0.5429499644318405,-0.15252112045532865,0.047747291627012564,0.6614378277661477,0
5.813622830710978,-0.11369114513893627,-0.31717104994778084,1.0879082239773117,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,1.2788523747771483,-0.836438809028894,1.2378925757015575,-0.5594989053861664,-0.5429499644318405,-0.7475492691754602,0.1397176292612804,0.6614378277661477,0
0.06369453352621028,-0.6018774521661068,-0.31717104994778084,-0.9191951838952687,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,-0.6529152770288265,0.7578782579046334,-0.8636145033325247,-0.5594989053861664,-0.5429499644318405,1.3722385106400086,-0.7251410503270154,-1.5118578920369088,0
-0.13510209219486918,-0.020703277133760935,-0.31717104994778084,-0.9191951838952687,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,0.5193028646243348,-0.836438809028894,0.5373902160235301,1.7944903916653874,1.783978454561761,-0.8561017017122409,1.9327173308467718,0.6614378277661477,0
0.08155741873593046,-0.7646062211751635,-0.31717104994778084,1.0879082239773117,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,0.2815698486513085,0.7578782579046334,1.4713933622609,1.7944903916653874,1.783978454561761,0.03141494578754985,0.9269499688279924,0.6614378277661477,0
-0.19541333903198896,-0.3229138481505808,-0.31717104994778084,1.0879082239773117,-0.49388662129815225,-0.8641964146176347,-1.0475039081979456,-0.017465391566334695,-0.836438809028894,-1.097115289891867,-0.5594989053861664,-0.5429499644318405,-0.7897641040508749,-0.7960172738249833,0.6614378277661477,0
-0.1569985321293649,0.4442360628921157,-0.31717104994778084,-0.9191951838952687,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,0.631441079705951,-0.836438809028894,-1.097115289891867,-0.5594989053861664,-0.5429499644318405,-0.5877359657185329,-0.13450585451061825,0.6614378277661477,0
-0.19541333903198896,-1.0668167921919833,-0.31717104994778084,1.0879082239773117,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,-0.365841446419889,0.7578782579046334,0.5373902160235301,-0.5594989053861664,-0.5429499644318405,0.24952492597719264,0.5683500285108942,-1.5118578920369088,0
0.32126581380830455,-1.0668167921919833,-0.31717104994778084,-0.9191951838952687,-0.49388662129815225,-0.8641964146176347,-1.0475039081979456,-0.6529152770288265,0.7578782579046334,0.5373902160235301,-0.5594989053861664,-0.5429499644318405,0.25756584690584305,1.397770596350206,0.6614378277661477,0
-0.19541333903198896,-1.0668167921919833,-0.31717104994778084,1.0879082239773117,0.9466160241547917,1.1571443517761548,0.9546503761693188,0.8302995144506837,0.7578782579046334,1.004391789142215,-0.5594989053861664,-0.5429499644318405,1.1541285304503655,1.2079235691235068,-1.5118578920369088,0
-0.19541333903198896,0.7929405679115232,-0.31717104994778084,1.0879082239773117,1.563974300777482,1.1571443517761548,0.9546503761693188,-0.5901178765831214,0.7578782579046334,0.5373902160235301,1.7944903916653874,1.783978454561761,-0.06909656582058048,0.43503522716947896,0.6614378277661477,0
-0.19541333903198896,1.234632940936106,-0.31717104994778084,1.0879082239773117,0.12347165532453808,1.1571443517761548,0.9546503761693188,-0.37780285602859476,0.7578782579046334,0.7708910025828726,-0.5594989053861664,-0.5429499644318405,-0.7807180680061432,-0.27541453694110174,0.6614378277661477,0
-0.1483552005762745,-0.36940778215316844,-0.31717104994778084,-0.9191951838952687,1.563974300777482,1.1571443517761548,0.9546503761693188,0.2830650248523967,0.7578782579046334,1.004391789142215,-0.5594989053861664,-0.5429499644318405,0.22439704807516006,-0.6972968196670997,-1.5118578920369088,0
-0.19541333903198896,-1.0668167921919833,-0.31717104994778084,1.0879082239773117,-0.49388662129815225,-0.8641964146176347,0.9546503761693188,-0.4660182518927995,-0.836438809028894,-0.6301137167731822,-0.5594989053861664,-0.5429499644318405,-0.906357457516306,-0.8171113879612832,0.6614378277661477,0
-0.19541333903198896,-0.5088895841609314,-0.31717104994778084,-0.9191951838952687,0.9466160241547917,1.1571443517761548,0.9546503761693188,-0.44060025647429985,-0.836438809028894,-0.8636145033325247,-0.5594989053861664,-0.5429499644318405,0.7691694409912266,-1.041552762371514,-1.5118578920369088,0
0.036612094659860324,0.09553155787270823,-0.31717104994778084,-0.9191951838952687,3.004476946230426,1.1571443517761548,0.9546503761693188,0.08271141390657576,0.7578782579046334,-1.097115289891867,-0.5594989053861664,-0.5429499644318405,1.304895797862561,-0.5496380207130004,0.6614378277661477,0
